id,name,country,group,national_group
28294,Ljudmila NOVAK,Slovenia,Group of the European People's Party (Christian Democrats),Nova Slovenija – Krščanski demokrati
107212,Andrey NOVAKOV,Bulgaria,Group of the European People's Party (Christian Democrats),Citizens for European Development of Bulgaria
197542,Janina OCHOJSKA,Poland,Group of the European People's Party (Christian Democrats),Independent
197432,Jan-Christoph OETJEN,Germany,Renew Europe Group,Freie Demokratische Partei
28288,Jan OLBRYCHT,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
197838,Juozas OLEKAS,Lithuania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Lietuvos socialdemokratų partija
197687,Philippe OLIVIER,France,Identity and Democracy Group,Rassemblement national
30482,Younous OMARJEE,France,The Left group in the European Parliament - GUE/NGL,La France Insoumise
197889,Grace O'SULLIVAN,Ireland,Group of the Greens/European Free Alliance,Green Party
129073,Urmas PAET,Estonia,Renew Europe Group,Eesti Reformierakond
125038,Maite PAGAZAURTUNDÚA,Spain,Renew Europe Group,Delegación Ciudadanos Europeos
99283,Alessandro PANZA,Italy,Identity and Democracy Group,Lega
124692,Demetris PAPADAKIS,Cyprus,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Movement for Social Democracy EDEK
125093,Kostas PAPADAKIS,Greece,Non-attached Members,Communist Party of Greece
28586,Dimitrios PAPADIMOULIS,Greece,The Left group in the European Parliament - GUE/NGL,Coalition of the Radical Left
36392,Aldo PATRICIELLO,Italy,Group of the European People's Party (Christian Democrats),Forza Italia
197466,Jutta PAULUS,Germany,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen
124844,Piernicola PEDICINI,Italy,Group of the Greens/European Free Alliance,Independent
197563,Mauri PEKKARINEN,Finland,Renew Europe Group,Suomen Keskusta
197539,Mikuláš PEKSA,Czechia,Group of the Greens/European Free Alliance,PIRÁTI
197527,Anne-Sophie PELLETIER,France,The Left group in the European Parliament - GUE/NGL,La France Insoumise
197845,Tsvetelina PENKOVA,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Bulgarian Socialist Party
197754,Sandra PEREIRA,Portugal,The Left group in the European Parliament - GUE/NGL,Partido Comunista Português
197738,Lídia PEREIRA,Portugal,Group of the European People's Party (Christian Democrats),Partido Social Democrata
197573,Kira Marie PETER-HANSEN,Denmark,Group of the Greens/European Free Alliance,Socialistisk Folkeparti
124872,Morten PETERSEN,Denmark,Renew Europe Group,Det Radikale Venstre
124846,Pina PICIERNO,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
112744,Tonino PICULA,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socijaldemokratska partija Hrvatske
28224,Markus PIEPER,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
40599,Sirpa PIETIKÄINEN,Finland,Group of the European People's Party (Christian Democrats),Kansallinen Kokoomus
197619,Sabrina PIGNEDOLI,Italy,Non-attached Members,Movimento 5 Stelle
136236,João PIMENTA LOPES,Portugal,The Left group in the European Parliament - GUE/NGL,Partido Comunista Português
197828,Manu PINEDA,Spain,The Left group in the European Parliament - GUE/NGL,Izquierda Unida
197629,Maxette PIRBAKAS,France,Identity and Democracy Group,Rassemblement national
197590,Giuliano PISAPIA,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Independent
197663,Dragoş PÎSLARU,Romania,Renew Europe Group,"Partidul Libertate, Unitate și Solidaritate"
197732,Manuel PIZARRO,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista
38595,Rovana PLUMB,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat
124704,Stanislav POLČÁK,Czechia,Group of the European People's Party (Christian Democrats),Starostové a nezávisli
197404,Jessica POLFJÄRD,Sweden,Group of the European People's Party (Christian Democrats),Moderaterna
197765,Peter POLLÁK,Slovakia,Group of the European People's Party (Christian Democrats),Obyčajní ľudia a nezávislé osobnosti
204443,Clara PONSATÍ OBIOLS,Spain,Non-attached Members,Junts per Catalunya - Lliures per Europa
96801,Tomasz Piotr PORĘBA,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
125706,Jiří POSPÍŠIL,Czechia,Group of the European People's Party (Christian Democrats),TOP 09 a Starostové
197820,Nicola PROCACCINI,Italy,European Conservatives and Reformists Group,Fratelli d'Italia
202351,Carles PUIGDEMONT I CASAMAJÓ,Spain,Non-attached Members,Junts per Catalunya - Lliures per Europa
197764,Miroslav RADAČOVSKÝ,Slovakia,Non-attached Members,Slovak PATRIOT
124850,Emil RADEV,Bulgaria,Group of the European People's Party (Christian Democrats),Citizens for European Development of Bulgaria
188945,Dennis RADTKE,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
197868,Samira RAFAELA,Netherlands,Renew Europe Group,Democraten 66
197544,Elżbieta RAFALSKA,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
96903,Paulo RANGEL,Portugal,Group of the European People's Party (Christian Democrats),Partido Social Democrata
197790,Luisa REGIMENTI,Italy,Group of the European People's Party (Christian Democrats),Forza Italia
96998,Evelyn REGNER,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Österreichs
197681,Sira REGO,Spain,The Left group in the European Parliament - GUE/NGL,Izquierda Unida
197488,Guido REIL,Germany,Identity and Democracy Group,Alternative für Deutschland
103381,Terry REINTKE,Germany,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen
197413,Karlo RESSLER,Croatia,Group of the European People's Party (Christian Democrats),Hrvatska demokratska zajednica
218347,Thijs REUTEN,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partij van de Arbeid
197832,Diana RIBA I GINER,Spain,Group of the Greens/European Free Alliance,Esquerra Republicana de Catalunya
4253,Frédérique RIES,Belgium,Renew Europe Group,Mouvement Réformateur
197787,Antonio Maria RINALDI,Italy,Identity and Democracy Group,Lega
206158,Manuela RIPA,Germany,Group of the Greens/European Free Alliance,Ökologisch-Demokratische Partei
96885,Dominique RIQUET,France,Renew Europe Group,Mouvement Radical Social-Libéral
96743,Michèle RIVASI,France,Group of the Greens/European Free Alliance,Europe Écologie
197615,Jérôme RIVIÈRE,France,Identity and Democracy Group,Rassemblement national
197801,Franco ROBERTI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
125043,Inma RODRÍGUEZ-PIÑERO,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español
197785,Eugenia RODRÍGUEZ PALOP,Spain,The Left group in the European Parliament - GUE/NGL,PODEMOS
4344,María Soraya RODRÍGUEZ RAMOS,Spain,Renew Europe Group,Ciudadanos – Partido de la Ciudadanía
197584,Sándor RÓNAI,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Demokratikus Koalíció
197792,Daniela RONDINELLI,Italy,Non-attached Members,Movimento 5 Stelle
197776,Rob ROOKEN,Netherlands,European Conservatives and Reformists Group,JA21
204733,Dorien ROOKMAKER,Netherlands,Non-attached Members,Meer Directe Democratie
197709,Robert ROOS,Netherlands,European Conservatives and Reformists Group,JA21
197506,Caroline ROOSE,France,Group of the Greens/European Free Alliance,Europe Écologie
125214,Bronis ROPĖ,Lithuania,Group of the Greens/European Free Alliance,Lietuvos valstiečių ir žaliųjų sąjunga
204413,Marcos ROS SEMPERE,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español
197690,André ROUGÉ,France,Identity and Democracy Group,Rassemblement national
197773,Bert-Jan RUISSEN,Netherlands,European Conservatives and Reformists Group,Staatkundig Gereformeerde Partij
127096,Domènec RUIZ DEVESA,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español
197545,Bogdan RZOŃCA,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
204368,Christian SAGARTZ,Austria,Group of the European People's Party (Christian Democrats),Österreichische Volkspartei
125670,Massimiliano SALINI,Italy,Group of the European People's Party (Christian Democrats),Forza Italia
197722,Nacho SÁNCHEZ AMOR,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista Obrero Español
24594,Anne SANDER,France,Group of the European People's Party (Christian Democrats),Les Républicains
124781,Alfred SANT,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partit Laburista
197650,Isabel SANTOS,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista
197578,Silvia SARDONE,Italy,Identity and Democracy Group,Lega
112611,Petri SARVAMAA,Finland,Group of the European People's Party (Christian Democrats),Kansallinen Kokoomus
28297,Jacek SARYUSZ-WOLSKI,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
96864,David Maria SASSOLI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
197500,Mounir SATOURI,France,Group of the Greens/European Free Alliance,Europe Écologie
37312,Christel SCHALDEMOSE,Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socialdemokratiet
213330,Ernő SCHALLER-BAROSS,Hungary,Non-attached Members,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
197670,Andreas SCHIEDER,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Österreichs
190517,Martin SCHIRDEWAN,Germany,The Left group in the European Parliament - GUE/NGL,DIE LINKE.
197656,Simone SCHMIEDTBAUER,Austria,Group of the European People's Party (Christian Democrats),Österreichische Volkspartei
197422,Christine SCHNEIDER,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
96646,Helmut SCHOLZ,Germany,The Left group in the European Parliament - GUE/NGL,DIE LINKE.
125030,Annie SCHREIJER-PIERIK,Netherlands,Group of the European People's Party (Christian Democrats),Christen Democratisch Appèl
197869,Liesje SCHREINEMACHER,Netherlands,Renew Europe Group,Volkspartij voor Vrijheid en Democratie
124837,Joachim SCHUSTER,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
28223,Andreas SCHWAB,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
197425,Ralf SEEKATZ,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
197508,Stéphane SÉJOURNÉ,France,Renew Europe Group,La République en marche
197418,Monica SEMEDO,Luxembourg,Renew Europe Group,Indépendent
197423,Nico SEMSROTT,Germany,Group of the Greens/European Free Alliance,Independent
197677,Günther SIDL,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Österreichs
197548,Radosław SIKORSKI,Poland,Group of the European People's Party (Christian Democrats),Platforma Obywatelska
124747,Pedro SILVA PEREIRA,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista
103746,Michal ŠIMEČKA,Slovakia,Renew Europe Group,Progresívne Slovensko
197426,Sven SIMON,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
197935,Ivan Vilibor SINČIĆ,Croatia,Non-attached Members,Živi Zid
96932,Birgit SIPPEL,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
197390,Sara SKYTTEDAL,Sweden,Group of the European People's Party (Christian Democrats),Kristdemokraterna
197849,Andrey SLABAKOV,Bulgaria,European Conservatives and Reformists Group,VMRO
197791,Massimiliano SMERIGLIO,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
204334,Vincenzo SOFO,Italy,European Conservatives and Reformists Group,Fratelli d'Italia
124710,Michaela ŠOJDROVÁ,Czechia,Group of the European People's Party (Christian Democrats),Křesťanská a demokratická unie - Československá strana lidová
197417,Tomislav SOKOL,Croatia,Group of the European People's Party (Christian Democrats),Hrvatska demokratska zajednica
185974,Jordi SOLÉ,Spain,Group of the Greens/European Free Alliance,Esquerra Republicana de Catalunya
197784,Susana SOLÍS PÉREZ,Spain,Renew Europe Group,Ciudadanos – Partido de la Ciudadanía
124834,Martin SONNEBORN,Germany,Non-attached Members,Die PARTEI
197550,Sylwia SPUREK,Poland,Group of the Greens/European Free Alliance,Independent
125064,Maria SPYRAKI,Greece,Group of the European People's Party (Christian Democrats),Nea Demokratia
197825,Raffaele STANCANELLI,Italy,European Conservatives and Reformists Group,Fratelli d'Italia
124852,Sergei STANISHEV,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Bulgarian Socialist Party
124929,Ivan ŠTEFANEC,Slovakia,Group of the European People's Party (Christian Democrats),Kresťanskodemokratické hnutie
58766,Nicolae ŞTEFĂNUȚĂ,Romania,Renew Europe Group,Uniunea Salvați România
197399,Jessica STEGRUD,Sweden,European Conservatives and Reformists Group,Sverigedemokraterna
197772,Tineke STRIK,Netherlands,Group of the Greens/European Free Alliance,GroenLinks
134605,Ramona STRUGARIU,Romania,Renew Europe Group,"Partidul Libertate, Unitate și Solidaritate"
197553,Beata SZYDŁO,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
204331,Linea SØGAARD-LIDELL,Denmark,Renew Europe Group,"Venstre, Danmarks Liberale Parti"
2187,Antonio TAJANI,Italy,Group of the European People's Party (Christian Democrats),Forza Italia
125020,Paul TANG,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partij van de Arbeid
29579,Marc TARABELLA,Belgium,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Parti Socialiste
204346,Dominik TARCZYŃSKI,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
197806,Annalisa TARDINO,Italy,Identity and Democracy Group,Lega
197756,Vera TAX,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partij van de Arbeid
197655,Cristian TERHEŞ,Romania,European Conservatives and Reformists Group,Partidul Național Țărănesc Creștin Democrat
204449,Riho TERRAS,Estonia,Group of the European People's Party (Christian Democrats),Isamaa
197831,Hermann TERTSCH,Spain,European Conservatives and Reformists Group,VOX
197667,Barbara THALER,Austria,Group of the European People's Party (Christian Democrats),Österreichische Volkspartei
96776,Róża THUN UND HOHENSTEIN,Poland,Renew Europe Group,Polska 2050
197591,Irene TINAGLI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
197402,Tomas TOBÉ,Sweden,Group of the European People's Party (Christian Democrats),Moderaterna
197559,Grzegorz TOBISZOWSKI,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
28340,Patrizia TOIA,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partito Democratico
197547,Irène TOLLERET,France,Renew Europe Group,Liste Renaissance
197672,Eugen TOMAC,Romania,Group of the European People's Party (Christian Democrats),Partidul Mișcarea Populară
96697,Valdemar TOMAŠEVSKI,Lithuania,European Conservatives and Reformists Group,Lietuvos lenkų rinkimų akcija – Krikščioniškų šeimų sąjunga
125104,Romana TOMC,Slovenia,Group of the European People's Party (Christian Democrats),Slovenska demokratska stranka
124700,Yana TOOM,Estonia,Renew Europe Group,Eesti Keskerakond
114268,Nils TORVALDS,Finland,Renew Europe Group,Svenska folkpartiet
96713,Evžen TOŠENOVSKÝ,Czechia,European Conservatives and Reformists Group,Občanská demokratická strana
27714,Edina TÓTH,Hungary,Non-attached Members,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
97236,Marie TOUSSAINT,France,Group of the Greens/European Free Alliance,Europe Écologie
197580,Isabella TOVAGLIERI,Italy,Identity and Democracy Group,Lega
197593,Véronique TRILLET-LENOIR,France,Renew Europe Group,Liste Renaissance
197894,László TRÓCSÁNYI,Hungary,Non-attached Members,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt
197665,Dragoş TUDORACHE,Romania,Renew Europe Group,"Partidul Libertate, Unitate și Solidaritate"
198183,Mihai TUDOSE,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partidul Social Democrat
197763,Milan UHRÍK,Slovakia,Non-attached Members,Hnutie Republika
124705,István UJHELYI,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Magyar Szocialista Párt
131507,Miguel URBÁN CRESPO,Spain,The Left group in the European Parliament - GUE/NGL,ANTICAPITALISTAS
124972,Ernest URTASUN,Spain,Group of the Greens/European Free Alliance,Catalunya en Comú
197810,Nils UŠAKOVS,Latvia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"""Saskaņa"" sociāldemokrātiskā partija"
96698,Viktor USPASKICH,Lithuania,Non-attached Members,Darbo partija
28617,Inese VAIDERE,Latvia,Group of the European People's Party (Christian Democrats),"Partija ""VIENOTĪBA"""
124934,Monika VANA,Austria,Group of the Greens/European Free Alliance,Die Grünen - Die Grüne Alternative
5729,Kathleen VAN BREMPT,Belgium,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socialistische Partij.Anders
185771,Tom VANDENDRIESSCHE,Belgium,Identity and Democracy Group,Vlaams Belang
129164,Tom VANDENKENDELAERE,Belgium,Group of the European People's Party (Christian Democrats),Christen-Democratisch & Vlaams
125106,Johan VAN OVERTVELDT,Belgium,European Conservatives and Reformists Group,Nieuw-Vlaamse Alliantie
197870,Kim VAN SPARRENTAK,Netherlands,Group of the Greens/European Free Alliance,GroenLinks
130100,Hilde VAUTMANS,Belgium,Renew Europe Group,Open Vlaamse Liberalen en Democraten
197502,Marie-Pierre VEDRENNE,France,Renew Europe Group,Mouvement Démocrate
96756,Sabine VERHEYEN,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
97058,Guy VERHOFSTADT,Belgium,Renew Europe Group,Open Vlaamse Liberalen en Democraten
125001,Harald VILIMSKY,Austria,Identity and Democracy Group,Freiheitliche Partei Österreichs
197827,Idoia VILLANUEVA RUIZ,Spain,The Left group in the European Parliament - GUE/NGL,PODEMOS
197571,Nikolaj VILLUMSEN,Denmark,The Left group in the European Parliament - GUE/NGL,Enhedslisten
98582,Loránt VINCZE,Romania,Group of the European People's Party (Christian Democrats),Uniunea Democrată Maghiară din România
199941,Marianne VIND,Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Socialdemokratiet
124726,Henna VIRKKUNEN,Finland,Group of the European People's Party (Christian Democrats),Kansallinen Kokoomus
197844,Petar VITANOV,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Bulgarian Socialist Party
197678,Bettina VOLLATH,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Österreichs
197451,Viola VON CRAMON-TAUBADEL,Germany,Group of the Greens/European Free Alliance,Bündnis 90/Die Grünen
197537,Alexandr VONDRA,Czechia,European Conservatives and Reformists Group,Občanská demokratická strana
96761,Axel VOSS,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
125065,Elissavet VOZEMBERG-VRIONIDI,Greece,Group of the European People's Party (Christian Democrats),Nea Demokratia
197552,Veronika VRECIONOVÁ,Czechia,European Conservatives and Reformists Group,Občanská demokratická strana
197798,Lucia VUOLO,Italy,Group of the European People's Party (Christian Democrats),Forza Italia
204400,Adrián VÁZQUEZ LÁZARA,Spain,Renew Europe Group,Ciudadanos – Partido de la Ciudadanía
190464,Thomas WAITZ,Austria,Group of the Greens/European Free Alliance,Die Grünen - Die Grüne Alternative
197817,Mick WALLACE,Ireland,The Left group in the European Parliament - GUE/NGL,Independents for change
197863,Maria WALSH,Ireland,Group of the European People's Party (Christian Democrats),Fine Gael Party
197429,Marion WALSMANN,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
197405,Jörgen WARBORN,Sweden,Group of the European People's Party (Christian Democrats),Moderaterna
197566,Witold Jan WASZCZYKOWSKI,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
28229,Manfred WEBER,Germany,Group of the European People's Party (Christian Democrats),Christlich-Soziale Union in Bayern e.V.
123562,Charlie WEIMERS,Sweden,European Conservatives and Reformists Group,Sverigedemokraterna
197515,Pernille WEISS,Denmark,Group of the European People's Party (Christian Democrats),Det Konservative Folkeparti
2323,Rainer WIELAND,Germany,Group of the European People's Party (Christian Democrats),Christlich Demokratische Union Deutschlands
197675,Sarah WIENER,Austria,Group of the Greens/European Free Alliance,Die Grünen - Die Grüne Alternative
214839,Emma WIESNER,Sweden,Renew Europe Group,Centerpartiet
197769,Michal WIEZIK,Slovakia,Group of the European People's Party (Christian Democrats),SPOLU – občianska demokracia
39725,Iuliu WINKLER,Romania,Group of the European People's Party (Christian Democrats),Uniunea Democrată Maghiară din România
197652,Angelika WINZIG,Austria,Group of the European People's Party (Christian Democrats),Österreichische Volkspartei
197421,Isabel WISELER-LIMA,Luxembourg,Group of the European People's Party (Christian Democrats),Parti chrétien social luxembourgeois
124877,Jadwiga WIŚNIEWSKA,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
185619,Tiemo WÖLKEN,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Sozialdemokratische Partei Deutschlands
5392,Lara WOLTERS,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partij van de Arbeid
197511,Salima YENBOU,France,Group of the Greens/European Free Alliance,Europe Écologie
197581,Stéphanie YON-COURTIN,France,Renew Europe Group,Liste Renaissance
197842,Elena YONCHEVA,Bulgaria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Bulgarian Socialist Party
197499,Chrysoula ZACHAROPOULOU,France,Renew Europe Group,La République en marche
125067,Theodoros ZAGORAKIS,Greece,Group of the European People's Party (Christian Democrats),Nea Demokratia
23712,Jan ZAHRADIL,Czechia,European Conservatives and Reformists Group,Občanská demokratická strana
197572,Anna ZALEWSKA,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
197586,Stefania ZAMBELLI,Italy,Identity and Democracy Group,Lega
124780,Marco ZANNI,Italy,Identity and Democracy Group,Lega
197606,Javier ZARZALEJOS,Spain,Group of the European People's Party (Christian Democrats),Partido Popular
28619,Tatjana ŽDANOKA,Latvia,Group of the Greens/European Free Alliance,Latvijas Krievu savienība
124713,Tomáš ZDECHOVSKÝ,Czechia,Group of the European People's Party (Christian Democrats),Křesťanská a demokratická unie - Československá strana lidová
28615,Roberts ZĪLE,Latvia,European Conservatives and Reformists Group,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK"""
197489,Bernhard ZIMNIOK,Germany,Identity and Democracy Group,Alternative für Deutschland
124884,Kosma ZŁOTOWSKI,Poland,European Conservatives and Reformists Group,Prawo i Sprawiedliwość
197621,Juan Ignacio ZOIDO ÁLVAREZ,Spain,Group of the European People's Party (Christian Democrats),Partido Popular
124739,Carlos ZORRINHO,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Partido Socialista
185341,Željana ZOVKO,Croatia,Group of the European People's Party (Christian Democrats),Hrvatska demokratska zajednica
125237,Marco ZULLO,Italy,Renew Europe Group,Independent
96933,Milan ZVER,Slovenia,Group of the European People's Party (Christian Democrats),Slovenska demokratska stranka
